Date,Segment ID
"Dec 17, 2022, 10:01:01 AM",8467803
"Sep 25, 2022, 12:20:14 PM",8430574
"Sep 25, 2022, 12:19:58 PM",25752519
"Sep 25, 2022, 12:14:59 PM",21530603
"Feb 9, 2022, 10:57:18 PM",16717036
"Jan 20, 2022, 8:10:07 PM",8537719
