Goal Type,Activity Type,Goal,Start Date,End Date,Segment ID,Time Period,Interval Time
Distance Goal,Run,30000.0,"Sep 24, 2022, 5:20:07 PM","Sep 26, 2022, 9:29:44 PM",,Week
Distance Goal,Run,50000.0,"Dec 7, 2022, 11:09:28 AM","Oct 14, 2023, 12:56:44 PM",,Week
Distance Goal,Run,30000.0,"Nov 11, 2022, 9:24:17 AM","Nov 17, 2022, 1:12:34 AM",,Week
Distance Goal,Run,20000.0,"Oct 14, 2023, 12:56:44 PM",,,Week
Distance Goal,All Run,160000.0,"Jan 24, 2022, 1:36:07 AM","Jan 24, 2022, 1:36:21 AM",,Week
Distance Goal,Run,40000.0,"Nov 17, 2022, 1:12:34 AM","Dec 7, 2022, 11:09:28 AM",,Week
Distance Goal,Run,38000.0,"Sep 26, 2022, 9:29:44 PM","Nov 11, 2022, 9:24:17 AM",,Week
