XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,0,0,0,0,0,25752519,Högevall,148,"Sep 21, 2023, 6:42:28 PM"
